scope,scope_value,model_name,n,r2,adj_r2,coef_intercept,coef_ri_100_z,coef_harshness_proxy_z,coef_seat_response_proxy_z,coef_ri_x_harshness,coef_ri_x_seat_response
overall,all,ri_only,397.0,0.0009206038180457066,-0.001608711108997296,0.23763318409001946,-0.017888848978524715,,,,
overall,all,ri_plus_proxies,397.0,0.08178409087754812,0.07477480912852186,0.17145261435504952,-0.006461121425152372,0.11802227582687216,0.12248549502482106,,
overall,all,ri_plus_interactions,397.0,0.08202823619084576,0.07028946683267245,0.17106152631326998,-0.009963989875617224,0.12014426918308499,0.12587856034651465,0.012298049414421053,0.025719867627962745
