filegroup_id,test_code,test_side,era,working_mode_label,structure_intrusion_score,lower_extremity_score,restraint_kinematics_score,head_neck_chest_score,ri_100,harshness_proxy_z,seat_response_proxy_z
1736,CF11005,driver,2001-2014,mode_0,0.6899918795341933,0.23171491629906776,0.9454604210494889,0.9959850353001463,0.42410921747313596,-0.5522021995536902,-0.2769597074113744
1755,CF11006,driver,2001-2014,mode_0,0.24020447144888263,-0.3475723744486011,0.3585609035864202,-0.6569974419835054,0.4610057069398973,-0.4359915473427798,-0.3285595909172385
1756,CF11007,driver,2001-2014,mode_0,1.7415518012725315,1.6220044140934728,0.3585609035864202,0.6656698841342648,0.37969305809675785,-0.10671667237430751,1.2744212524700902
1757,CF11008,driver,2001-2014,mode_0,1.2909480686965462,-0.023171491629906518,-1.0756827107592606,-0.39688173094231594,0.3852477773951947,0.2553350004676429,0.030196126010489627
1763,CF11009,driver,2001-2014,mode_0,1.4197232624119747,3.9159820854542415,-0.3585609035864202,0.614927662566209,0.23464944646230232,2.1312943239565296,1.8556941821981634
1767,CF11010,driver,2001-2014,mode_0,-0.11574726394752713,-0.23171491629906749,-1.2549631625524706,1.211546969847989,0.41939141126503815,0.07211328865766506,-0.34450364860370714
1768,CF11011,driver,2001-2014,mode_0,0.830574597913078,0.6951447488972028,-1.2549631625524706,2.439054520330632,0.20663802341416648,1.4421537202016266,0.5974712375823205
1769,CF11012,driver,2001-2014,mode_0,1.1516443680161175,1.2049175647551513,1.2549631625524706,1.8181350713782949,0.4386668611452497,1.9072035551490565,0.07762930472045931
1770,CF11013,driver,2001-2014,mode_0,1.599421617067142,,1.4342436143456807,-0.39721451905717625,0.4174883008379167,1.6387887399818757,-0.35026668770076713
1834,CF11014,driver,2001-2014,mode_0,-0.3434555586423459,-0.5329443074878552,1.7928045179321008,0.4509278333613881,0.341204615280273,-0.6650176052866534,-0.20403743742902633
1835,CF11016,driver,2001-2014,mode_0,0.46031077588175134,-0.11585745814953362,2.8684872286913614,0.4710403197175858,0.4055024376338033,0.055102285988401084,0.4105651599109229
1872,CF11015,driver,2001-2014,mode_0,0.29245988600274675,-0.7878307154168296,1.9720849697253109,-0.6717515160165466,0.4334962476873616,0.4926922538415482,-0.0978325627475358
1875,CF11017,driver,2001-2014,mode_0,0.6312815066041129,0.44025834096822847,0.1792804517932101,1.040189454616292,0.5090577832426515,0.6891632857750306,0.060889672771274196
1876,CF11019,driver,2001-2014,mode_0,0.18335310574943559,-0.6256302740074823,-0.3585609035864202,-0.0863873522848366,0.47736181982857356,-0.2379690900331303,-0.28895837063998675
1877,CF11018,driver,2001-2014,mode_0,0.5216269789689487,-0.41708684933832146,0.8964022589660504,0.6943890737158593,0.550187019247205,0.2312930537112532,-0.1604862603489056
1894,CN12001,driver,2001-2014,mode_0,1.1247160490528614,0.5329443074878556,-1.6135240661388908,-0.12900996628760114,0.5312573992098953,0.04834363498330734,0.9055507954879767
1895,CN12004,driver,2001-2014,mode_0,1.1384562577552706,0.1853719330392542,,0.02103505579882592,0.5760396882966364,3.046979463568827,0.044909416319980626
1896,CN12002,driver,2001-2014,mode_0,0.48857427459125696,1.1515075631626595,0.1792804517932101,-0.3640289599385075,0.4382504568668379,1.4825962614787733,-0.06003298646843496
1897,CN12003,driver,2001-2014,mode_0,1.5514654530331746,3.753781644044895,-1.6135240661388908,0.9059161444379582,0.3880855815132997,-0.5093377188067295,0.9130806886266943
1913,CEN1201,driver,2001-2014,mode_0,3.010504051142383,0.18428327485782883,0.3585609035864202,-0.1597221689407345,0.5806286386037953,0.14978070825986256,0.26347984635403243
1914,CEN1202,driver,2001-2014,mode_0,0.21518959712364852,0.6862117297303242,-1.4342436143456807,0.17288785812106766,0.41466585581559057,0.44954796088518284,-0.07413459326215406
1915,CEN1203,driver,2001-2014,mode_0,0.2290525522963014,0.5241808387121468,0.8964022589660504,0.014651228911806424,0.39202749559750166,-0.01752687586458812,-0.3165500275125502
1916,CEN1204,driver,2001-2014,mode_0,1.7808091160380841,1.4840352803210177,0.1792804517932101,0.17913815377673328,0.25118258774729035,-0.12214431100976526,0.6460424898542988
1917,CEN1205,driver,2001-2014,mode_0,2.0976312129188104,2.315118289287306,0.8964022589660504,0.2217709167560843,0.21921952359431826,0.1885826867331346,1.4240715238745791
1918,CEN1206,driver,2001-2014,mode_0,1.3932164423181934,1.0437030436410717,0.1792804517932101,-0.5818034623945684,0.3492013812654997,1.7077744648146997,-0.04421833716845898
1919,CEN1207,driver,2001-2014,mode_0,-0.13802781310803153,-0.6091912369910143,0.1792804517932101,-0.5600616763721706,0.5121141694269843,-0.12049956227065914,-0.3089790426016987
1921,CEN1209,driver,2001-2014,mode_0,0.8680027008713859,0.17895509647871796,1.4342436143456807,0.2512829531665726,0.42500618097864684,-0.2667119090649986,-0.006577135160557899
1922,CEN1210,driver,2001-2014,mode_0,0.8865517590929027,0.3015265412488966,-0.1792804517932101,-0.5345704797396437,0.44080823896509386,-0.6591811068904403,0.1588984181887564
1923,CEN1211,driver,2001-2014,mode_0,1.4498990882138223,1.4542849400438882,0.5378413553796303,-0.4190076877767982,0.32231423053492825,-0.42591434758056723,-0.32439097242488
1924,CEN1212,driver,2001-2014,mode_0,0.8653301944222773,1.0459783458720275,0.0,0.8290832662767255,0.3655344766133029,0.0724838582346915,-0.21653955234991323
1925,CEN1213,driver,2001-2014,mode_0,0.21585951352008032,0.4386589652528779,0.8964022589660504,0.33493979631939336,0.46633095897714405,0.43971680914342876,-0.3211729759255696
1926,CEN1214,driver,2001-2014,mode_0,-0.13982248985617787,0.23272943235965593,0.1792804517932101,-0.16210966125451717,0.5213813866671417,0.21045871513427186,0.5238982270557262
2011,CEN1215,driver,2001-2014,mode_0,1.0014700436392265,0.20021010722716323,0.05158379025049695,-0.13052619212919328,0.35870778203175246,1.215388705191134,-0.29287366717773666
2012,CEN1216,driver,2001-2014,mode_0,0.153557944652048,0.22486468935016565,0.5378413553796303,-0.08030183205814896,0.40632440482878074,-0.43505229567024545,-0.21713926625375082
2013,CEN1217,driver,2001-2014,mode_0,0.6319261908357057,1.3596627720756456,1.214381098739304,0.5732072403261134,0.4531025949393164,0.27789619653679226,0.030338688547572337
2014,CEN1218,driver,2001-2014,mode_0,0.3399795893589685,0.624906073319063,-0.12769666154271314,-0.06105417881517844,0.4985998254029561,0.19401416204141478,0.26610748065849843
2015,CEN1219,driver,2001-2014,mode_1,0.7685363252218547,0.69774527384596,0.2947125728150636,0.6525246523606776,3.5907128492988227,0.5636552226556386,0.3575993464466477
2016,CEN1220,driver,2001-2014,mode_0,-0.016055740503829224,-0.10586528654219864,0.9099296135704392,0.3671785332442784,0.4034219799813891,0.363892308418831,0.02007956109912372
2017,CEN1221,driver,2001-2014,mode_0,-0.22405418041928432,-0.5887484471163639,-0.6655380169223435,-0.007018557553048241,0.48620631344336,-0.22970148307242386,-0.04028101542091232
2018,CEN1225,driver,2001-2014,mode_0,0.4308987817290257,-0.07280411267234889,-0.5623704364213495,-0.30973626573668317,0.39398499132523934,0.24481670953620802,0.0885132054458075
2019,CEN1228,driver,2001-2014,mode_0,0.5347586018763785,0.37048680673931966,-0.2553933230854263,0.018232467382480428,0.3462505027781723,-0.056318750138567436,0.19058300060011885
2020,CEN1229,driver,2001-2014,mode_1,-0.07554703086810213,-0.2560383088323158,0.5052857829521874,0.3892593680137172,3.8543534971427107,0.6863324242327369,0.02483981759930002
2021,CEN1230,driver,2001-2014,mode_0,0.35067549944780796,-0.27278275180983735,0.5488430818169606,-0.25817416039366137,0.40389382595973783,-0.24227748257019371,0.010871730051698747
2022,CEN1231,driver,2001-2014,mode_0,0.20026050824022348,0.5858388805232537,0.2934497587315344,0.030204569859495115,0.418239795463829,5.747393103294174,0.08480702431191595
2023,CEN1232,driver,2001-2014,mode_0,-0.08197051061987466,-0.003699449251963749,0.9209313400077697,0.48153338227566755,0.42044337875307114,0.46440713469752204,-0.2096367122332324
2024,CEN1233,driver,2001-2014,mode_0,0.4383543884797031,1.9726726961363994,0.006763677302194432,0.8106791330358092,0.3901307771937299,0.3588009965042103,1.4834591635559813
2025,CEN1234,driver,2001-2014,mode_1,-0.014099714023072136,-0.09801825176937966,-0.2553933230854263,0.4536236085853066,4.734811161823208,0.21681770592654612,-0.08506499758934041
2026,CEN1236,driver,2001-2014,,-0.09148200270196723,-0.36942817740649114,0.6249559531091768,-0.812411025369675,,2.0376254196142183,-0.0412973097523483
2027,CEN1301,driver,2001-2014,mode_1,-0.3465021050724496,1.0281454932318461,-0.9074039854033809,0.1907294418582635,3.7369598847158922,0.11972164270895634,0.3590330165793616
2028,CEN1302,driver,2001-2014,mode_1,0.2295593374846931,0.14896627291505854,-0.8558201951528839,1.275733306080154,3.2366261275812263,0.6777269151741683,0.0010387992483440467
2029,CEN1304,driver,2001-2014,mode_1,-0.417739209632163,-0.682252024244178,-1.0892100653636492,0.05223791027611541,5.783879402105032,-0.3565686824112392,-0.07877870515921048
2037,CEN1305,driver,2001-2014,mode_0,-0.08409502425384578,-0.3600632971241164,-1.9695593415582526,0.18874338080028424,0.14158058206249105,3.3692326822573793,-0.11732554355764366
2050,CEN1222,driver,2001-2014,mode_0,,1.7484889037691753,-0.1792804517932101,0.14107111616111387,0.48261717142402877,-0.7237001776813257,0.24574053927371198
2051,CEN1223,driver,2001-2014,mode_0,0.8024050853382179,0.7954615510881277,1.265964888989801,-0.2102483918361609,0.4245573261575392,3.680185574715561,0.033506034144135693
2052,CEN1224,driver,2001-2014,mode_0,0.8802207061719605,1.0834231632806623,0.7416508882145596,0.18384502719116122,0.42527916094210366,-0.11802575186832687,0.7943697318797075
2053,CEN1226,driver,2001-2014,mode_0,0.7823071261654827,1.697608673114007,0.4862575651291333,0.25314853618536537,0.448381283539629,-0.5549011312469149,0.7473963362718041
2054,CEN1227,driver,2001-2014,mode_0,0.07140654923796697,0.09562279198437533,-0.3585609035864202,0.26051415835462555,0.4081768351213906,2.8839257245551932,-0.16085419890272207
2055,CEN1235,driver,2001-2014,mode_0,0.4566875484466606,3.627289801012825,0.46046567000388483,0.709403936306218,0.5128106505356641,0.5512905795697564,0.7950939599538667
2056,CEN1237,driver,2001-2014,mode_0,1.3883057044541627,0.47769990534229095,-0.05158379025049695,0.2234208332826033,0.42358150427142377,0.9110951524488831,0.0018910945119116201
2057,CEN1303,driver,2001-2014,mode_0,-0.18414124994572784,-0.43679078883362027,-0.799998355767251,0.15657645740377382,0.24051576531558863,0.41771829311621056,-0.17429418093516458
2058,CEN1306,driver,2001-2014,mode_0,0.3518350894578456,0.45397768977686087,-1.2930195981985786,-0.10614643366585509,0.33291848340056973,0.312442640384112,-0.18019472471843317
2059,CEN1307,driver,2001-2014,mode_0,1.5885420975119626,2.33878623351858,-0.6765397433596738,-0.030629814938644362,0.38440353227886787,0.1427922108076315,0.8968356731135807
2060,CEN1309,driver,2001-2014,mode_0,-0.010769095973083842,1.7198256383706692,-0.6900670979640626,-0.2121246154654685,0.528525199226655,0.1815580528617323,0.2116619186467152
2062,CEN1308,driver,2001-2014,mode_0,0.34382953667472094,1.4976846479093877,-0.0380564356461081,0.056357627104119595,0.4402895985426575,1.1079137676050537,0.22555050789190384
2063,CEN1311,driver,2001-2014,mode_0,0.31285972107158366,0.5416597906595302,-0.21733688743931817,0.404510686683451,0.45321455446316816,0.6117534386830827,0.05786586822650233
2064,CEN1310,driver,2001-2014,mode_0,0.03458019157895115,0.04578495555865472,-1.0486280015504827,0.07291633756113958,0.3822694982414722,1.9109111539583084,-0.06684087200885461
2065,CEN1313,driver,2001-2014,mode_0,-0.17130346629038598,0.4932218890586478,0.4482011294830252,-0.11932240470075213,0.46661017062164406,0.34489049937535077,0.21428780246449436
2066,CEN1314,driver,2001-2014,mode_0,0.0013674152373229053,0.3257450591961674,0.08964022589660504,-0.4795195928902368,0.5486298838887012,1.4051655200698918,0.38979016551173373
2067,CEN1316,driver,2001-2014,mode_0,0.026969784863472214,0.05675942364822913,0.3966173392325283,0.69785335001752,0.5565354820265961,-0.09362153289744522,-0.07703140316251562
2071,CEN1312,driver,2001-2014,mode_0,0.3060815144886569,0.10443417835426778,-0.3450335489820313,-0.49030825764051966,0.37858676660347085,0.5749577872175048,-0.11950523242670683
2072,CEN1315,driver,2001-2014,mode_0,0.5248347149086691,0.8688408765906788,0.7797073238606678,0.9409098026995877,0.4714409664121427,0.7802530382348778,0.845169417426442
2073,CEN1319,driver,2001-2014,mode_0,0.26809631782266374,0.9488530875357614,-0.15475137075149087,0.06985650303324535,0.4971379645359228,0.5615715672591989,0.3431002175864222
2074,CEN1317,driver,2001-2014,mode_0,0.32184667257360344,0.9253730341546452,-0.3585609035864202,-0.16282662018146202,0.5135367244814404,-0.11274877310931813,0.08144873794838274
