feature_name,paired_count,pearson_r_100_vs_150,mean_abs_delta,median_100,median_150
delta_vx_mps,406,0.8717209813562982,2.463465461587283,-11.0342925787509,-13.980316544409286
delta_vy_away_mps,406,0.9885626280511767,1.5380694734293898,5.142781174478204,6.5833854745929425
foot_resultant_asymmetry_g,406,0.8163045403509978,2.443244195809695,20.382346963087564,20.912215309582773
max_abs_ax_g,398,0.9977404083918038,0.07051556172054058,28.41867320581974,28.489789059994003
max_abs_ay_g,399,0.9987179003471294,0.12756514365748206,17.560667996578854,17.671643614622095
max_abs_az_g,399,0.9982747681795747,0.17231398645460463,16.88509387975023,16.9501010790441
max_abs_resultant_g,398,0.9975843766830379,0.12289908640830058,35.353378908294786,35.353378908294786
ri,398,0.9878872272414244,0.05099492099906383,0.4772777009824284,0.5004418221643329
seat_twist_peak_mm,318,0.961209441417652,3.345825488668062,10.498830085990216,12.397591899752245
